Max Weight Clique - MonteCarloProb Algorithm

Vertices                      Edges_Prob.                   Max_Weight                    Ops._Count                    Tested_Solutions              Search_Time
89                            0.125                         130                           13965                         39698                         3.00256085395813
89                            0.25                          142                           13402                         20569                         3.00127911567688
89                            0.5                           142                           12576                         10865                         3.0011677742004395
89                            0.75                          140                           11816                         7689                          3.0008742809295654
90                            0.125                         131                           13051                         37719                         3.002784013748169
90                            0.25                          138                           13279                         20446                         3.001389503479004
90                            0.5                           145                           12496                         10870                         3.0011587142944336
90                            0.75                          145                           11208                         7548                          3.0009539127349854
91                            0.125                         123                           13420                         38116                         3.0027225017547607
91                            0.25                          139                           13080                         20184                         3.0013928413391113
91                            0.5                           140                           12159                         10735                         3.000993490219116
91                            0.75                          141                           11122                         7511                          3.0008187294006348
92                            0.125                         140                           13130                         37178                         3.0025529861450195
92                            0.25                          138                           12747                         19714                         3.001437187194824
92                            0.5                           141                           11767                         10465                         3.0011062622070312
92                            0.75                          141                           10693                         7357                          3.001183271408081
93                            0.125                         125                           12647                         36538                         3.002401828765869
93                            0.25                          134                           12475                         19351                         3.0010619163513184
93                            0.5                           143                           11456                         10279                         3.001192569732666
93                            0.75                          144                           10340                         7269                          3.0011582374572754
94                            0.125                         140                           12481                         35758                         3.002373218536377
94                            0.25                          141                           12249                         19050                         3.0012683868408203
94                            0.5                           144                           11070                         10158                         3.000882625579834
94                            0.75                          140                           9860                          7092                          3.000852584838867
95                            0.125                         128                           12250                         35092                         3.0023703575134277
95                            0.25                          133                           11870                         18658                         3.0011391639709473
95                            0.5                           143                           10646                         9916                          3.0009639263153076
95                            0.75                          141                           9300                          6926                          3.0008046627044678
96                            0.125                         126                           12030                         34549                         3.0025062561035156
96                            0.25                          137                           11483                         18308                         3.001377820968628
96                            0.5                           139                           10359                         9776                          3.001023769378662
96                            0.75                          146                           9104                          6939                          3.0017082691192627
97                            0.125                         129                           11736                         34072                         3.0024945735931396
97                            0.25                          138                           10907                         17763                         3.0012919902801514
97                            0.5                           143                           9962                          9617                          3.0008575916290283
97                            0.75                          140                           8804                          6855                          3.0011422634124756
98                            0.125                         121                           11455                         33403                         3.0022494792938232
98                            0.25                          133                           11056                         17576                         3.0013957023620605
98                            0.5                           144                           9843                          9514                          3.001067638397217
98                            0.75                          144                           8509                          6760                          3.001095771789551
99                            0.125                         134                           10952                         32413                         3.0022759437561035
99                            0.25                          139                           10546                         17270                         3.0012409687042236
99                            0.5                           140                           9419                          9302                          3.0009443759918213
99                            0.75                          144                           8067                          6604                          3.001100540161133
100                           0.125                         130                           11014                         32068                         3.0021731853485107
100                           0.25                          143                           10358                         17019                         3.001138210296631
100                           0.5                           140                           8975                          9047                          3.001044273376465
100                           0.75                          146                           7857                          6584                          3.0013620853424072
101                           0.125                         130                           11068                         31747                         3.0022289752960205
101                           0.25                          135                           10297                         16799                         3.0011892318725586
101                           0.5                           143                           8983                          9120                          3.0011308193206787
101                           0.75                          144                           7542                          6519                          3.0013673305511475
102                           0.125                         127                           9365                          28126                         3.001816749572754
102                           0.25                          137                           10022                         16640                         3.00121808052063
102                           0.5                           144                           8409                          8876                          3.001166820526123
102                           0.75                          139                           6920                          6289                          3.001133680343628
103                           0.125                         127                           9914                          29540                         3.001960277557373
103                           0.25                          146                           9274                          15602                         3.0011672973632812
103                           0.5                           145                           7882                          8585                          3.0010859966278076
103                           0.75                          141                           6448                          6160                          3.0008771419525146
104                           0.125                         137                           9998                          29511                         3.001851797103882
104                           0.25                          140                           9261                          15694                         3.0010876655578613
104                           0.5                           146                           7449                          8347                          3.0008504390716553
104                           0.75                          145                           6391                          6201                          3.001124143600464
105                           0.125                         135                           9529                          28572                         3.001946210861206
105                           0.25                          136                           8572                          14993                         3.0018677711486816
105                           0.5                           145                           7185                          8244                          3.0010104179382324
105                           0.75                          145                           5843                          6013                          3.0014328956604004
106                           0.125                         131                           9222                          27949                         3.0019078254699707
106                           0.25                          134                           8421                          15030                         3.001213788986206
106                           0.5                           138                           6845                          8117                          3.00128173828125
106                           0.75                          139                           5548                          5940                          3.0011117458343506
107                           0.125                         130                           8861                          27155                         3.0018391609191895
107                           0.25                          138                           8102                          14470                         3.0011775493621826
107                           0.5                           140                           6757                          8058                          3.0008487701416016
107                           0.75                          140                           5004                          5766                          3.001126766204834
108                           0.125                         136                           8520                          26445                         3.001760721206665
108                           0.25                          139                           8156                          14648                         3.001216173171997
108                           0.5                           137                           6206                          7776                          3.00099515914917
108                           0.75                          131                           4569                          5633                          3.0013620853424072
109                           0.125                         132                           9028                          27448                         3.001890182495117
109                           0.25                          136                           8220                          14610                         3.0017709732055664
109                           0.5                           134                           5171                          7140                          3.0010290145874023
109                           0.75                          137                           4806                          5822                          3.000880241394043
110                           0.125                         138                           8521                          26404                         3.001793384552002
110                           0.25                          133                           7750                          14217                         3.0008890628814697
110                           0.5                           147                           6167                          7854                          3.0008082389831543
110                           0.75                          122                           4572                          5774                          3.001399278640747
111                           0.125                         132                           8493                          26105                         3.0018060207366943
111                           0.25                          137                           7628                          14067                         3.0011308193206787
111                           0.5                           133                           5869                          7779                          3.000964403152466
111                           0.75                          141                           4322                          5741                          3.001420021057129
112                           0.125                         142                           8297                          25518                         3.0017807483673096
112                           0.25                          136                           7247                          13786                         3.000993490219116
112                           0.5                           139                           5734                          7742                          3.000952959060669
112                           0.75                          98                            4316                          5757                          3.000535488128662
113                           0.125                         132                           7788                          24424                         3.0014607906341553
113                           0.25                          138                           7071                          13462                         3.0009782314300537
113                           0.5                           140                           5712                          7710                          3.001230478286743
113                           0.75                          98                            4161                          5528                          3.000858783721924
114                           0.125                         142                           7756                          24722                         3.0015594959259033
114                           0.25                          132                           6842                          13243                         3.0008814334869385
114                           0.5                           130                           5192                          7491                          3.0007998943328857
114                           0.75                          98                            4091                          5457                          3.0014541149139404
115                           0.125                         127                           7490                          24098                         3.001551866531372
115                           0.25                          127                           6563                          13128                         3.0011849403381348
115                           0.5                           143                           5000                          7449                          3.0012869834899902
115                           0.75                          98                            4025                          5351                          3.001000165939331
116                           0.125                         117                           7482                          24039                         3.0015037059783936
116                           0.25                          145                           6585                          12984                         3.001044750213623
116                           0.5                           134                           4820                          7358                          3.00104022026062
116                           0.75                          98                            3888                          5217                          3.001004934310913
117                           0.125                         114                           6253                          20552                         3.00124192237854
117                           0.25                          136                           6408                          12766                         3.0011610984802246
117                           0.5                           126                           4575                          7302                          3.0008490085601807
117                           0.75                          98                            3922                          5200                          3.000978469848633
118                           0.125                         132                           7200                          23446                         3.0014808177948
118                           0.25                          138                           6433                          12885                         3.0008301734924316
118                           0.5                           125                           4124                          7073                          3.0010080337524414
118                           0.75                          98                            3832                          5125                          3.0009095668792725
119                           0.125                         127                           7251                          23460                         3.001331329345703
119                           0.25                          141                           6359                          12839                         3.0010719299316406
119                           0.5                           140                           4416                          7315                          3.000809907913208
119                           0.75                          98                            3938                          5262                          3.0016300678253174
120                           0.125                         129                           6796                          22875                         3.0014965534210205
120                           0.25                          146                           6159                          12580                         3.000776529312134
120                           0.5                           140                           4333                          7341                          3.0008175373077393
120                           0.75                          98                            3838                          5131                          3.000607490539551
121                           0.125                         116                           6976                          22865                         3.0014028549194336
121                           0.25                          126                           5823                          12400                         3.0010290145874023
121                           0.5                           137                           3922                          7153                          3.0010886192321777
121                           0.75                          98                            3693                          4938                          3.001060724258423
122                           0.125                         129                           6910                          22553                         3.001178503036499
122                           0.25                          131                           5858                          12467                         3.0010986328125
122                           0.5                           124                           3833                          7182                          3.0012247562408447
122                           0.75                          98                            3660                          4861                          3.000749111175537
123                           0.125                         139                           6614                          22192                         3.0014030933380127
123                           0.25                          135                           5581                          12123                         3.0010995864868164
123                           0.5                           98                            3478                          6996                          3.0005648136138916
123                           0.75                          98                            3703                          4939                          3.000612735748291
124                           0.125                         132                           6320                          21475                         3.0012729167938232
124                           0.25                          131                           5557                          12063                         3.000670909881592
124                           0.5                           98                            3528                          7032                          3.0006957054138184
124                           0.75                          98                            3517                          4750                          3.0010969638824463
125                           0.125                         121                           6189                          21384                         3.0014984607696533
125                           0.25                          131                           5301                          11900                         3.0009193420410156
125                           0.5                           98                            3444                          6883                          3.000601291656494
125                           0.75                          98                            3495                          4658                          3.0012423992156982
126                           0.125                         132                           6211                          21242                         3.0012047290802
126                           0.25                          145                           5234                          11868                         3.000896692276001
126                           0.5                           98                            3396                          6819                          3.0005857944488525
126                           0.75                          98                            3474                          4656                          3.000744581222534
127                           0.125                         125                           6019                          21333                         3.0014445781707764
127                           0.25                          135                           5046                          11624                         3.00093674659729
127                           0.5                           98                            3346                          6718                          3.0007753372192383
127                           0.75                          98                            3383                          4520                          3.0006539821624756
128                           0.125                         140                           5780                          20558                         3.00132155418396
