Vertices                      Edges Prob.                   Max Weight                    Search Time
34                            0.125                         87                            4.649162292480469e-05
34                            0.25                          113                           0.00013518333435058594
34                            0.5                           162                           0.00041484832763671875
34                            0.75                          258                           0.0019366741180419922
35                            0.125                         67                            4.982948303222656e-05
35                            0.25                          131                           0.00021958351135253906
35                            0.5                           150                           0.0006029605865478516
35                            0.75                          253                           0.0025606155395507812
36                            0.125                         58                            4.982948303222656e-05
36                            0.25                          90                            8.821487426757812e-05
36                            0.5                           127                           0.0006437301635742188
36                            0.75                          265                           0.003923177719116211
37                            0.125                         67                            5.626678466796875e-05
37                            0.25                          99                            0.00015592575073242188
37                            0.5                           166                           0.0006678104400634766
37                            0.75                          351                           0.0034754276275634766
38                            0.125                         58                            5.817413330078125e-05
38                            0.25                          99                            0.00016260147094726562
38                            0.5                           133                           0.0004813671112060547
38                            0.75                          273                           0.0029692649841308594
39                            0.125                         87                            5.7220458984375e-05
39                            0.25                          108                           0.00017070770263671875
39                            0.5                           151                           0.0007333755493164062
39                            0.75                          293                           0.003142118453979492
40                            0.125                         87                            6.246566772460938e-05
40                            0.25                          111                           0.00018215179443359375
40                            0.5                           125                           0.0005352497100830078
40                            0.75                          281                           0.0027265548706054688
41                            0.125                         87                            5.91278076171875e-05
41                            0.25                          108                           0.00018215179443359375
41                            0.5                           158                           0.0008175373077392578
41                            0.75                          263                           0.002868175506591797
42                            0.125                         80                            6.198883056640625e-05
42                            0.25                          127                           0.00019168853759765625
42                            0.5                           163                           0.0011630058288574219
42                            0.75                          231                           0.0029344558715820312
43                            0.125                         67                            6.246566772460938e-05
43                            0.25                          108                           0.00019979476928710938
43                            0.5                           156                           0.0008835792541503906
43                            0.75                          310                           0.004721879959106445
44                            0.125                         80                            6.818771362304688e-05
44                            0.25                          145                           0.0003266334533691406
44                            0.5                           209                           0.0012843608856201172
44                            0.75                          313                           0.0048961639404296875
45                            0.125                         73                            0.00011587142944335938
45                            0.25                          96                            0.00022292137145996094
45                            0.5                           139                           0.0009856224060058594
45                            0.75                          298                           0.004240274429321289
46                            0.125                         73                            0.00012373924255371094
46                            0.25                          120                           0.0003635883331298828
46                            0.5                           185                           0.0010297298431396484
46                            0.75                          318                           0.00532841682434082
47                            0.125                         117                           0.0001270771026611328
47                            0.25                          111                           0.0002377033233642578
47                            0.5                           211                           0.0011360645294189453
47                            0.75                          341                           0.007784605026245117
48                            0.125                         92                            7.700920104980469e-05
48                            0.25                          111                           0.0002543926239013672
48                            0.5                           171                           0.0007660388946533203
48                            0.75                          343                           0.005811929702758789
49                            0.125                         93                            0.00013685226440429688
49                            0.25                          113                           0.0002617835998535156
49                            0.5                           180                           0.0011534690856933594
49                            0.75                          251                           0.003169536590576172
50                            0.125                         92                            8.511543273925781e-05
50                            0.25                          93                            0.00015592575073242188
50                            0.5                           202                           0.00119781494140625
50                            0.75                          386                           0.007512092590332031
51                            0.125                         92                            9.751319885253906e-05
51                            0.25                          136                           0.0002803802490234375
51                            0.5                           212                           0.0017337799072265625
51                            0.75                          305                           0.005341053009033203
52                            0.125                         92                            9.250640869140625e-05
52                            0.25                          140                           0.0002968311309814453
52                            0.5                           253                           0.0023436546325683594
52                            0.75                          359                           0.006719827651977539
53                            0.125                         90                            9.417533874511719e-05
53                            0.25                          127                           0.0002994537353515625
53                            0.5                           183                           0.0013599395751953125
53                            0.75                          316                           0.005846261978149414
54                            0.125                         108                           0.0001609325408935547
54                            0.25                          110                           0.0003147125244140625
54                            0.5                           184                           0.0013997554779052734
54                            0.75                          423                           0.010312557220458984
55                            0.125                         92                            0.00010204315185546875
55                            0.25                          145                           0.000499725341796875
55                            0.5                           193                           0.0014579296112060547
55                            0.75                          330                           0.010589122772216797
56                            0.125                         108                           0.00017380714416503906
56                            0.25                          145                           0.0005295276641845703
56                            0.5                           175                           0.0015332698822021484
56                            0.75                          368                           0.007842302322387695
57                            0.125                         99                            0.0001780986785888672
57                            0.25                          140                           0.0003523826599121094
57                            0.5                           190                           0.0015947818756103516
57                            0.75                          379                           0.008062362670898438
58                            0.125                         127                           0.00018405914306640625
58                            0.25                          127                           0.0003552436828613281
58                            0.5                           204                           0.002237558364868164
58                            0.75                          393                           0.010109186172485352
59                            0.125                         92                            0.00011491775512695312
59                            0.25                          127                           0.0003743171691894531
59                            0.5                           189                           0.0016837120056152344
59                            0.75                          380                           0.00880575180053711
60                            0.125                         93                            0.00011873245239257812
60                            0.25                          124                           0.0005960464477539062
60                            0.5                           217                           0.0017223358154296875
60                            0.75                          346                           0.007429599761962891
61                            0.125                         96                            0.00012159347534179688
61                            0.25                          116                           0.0003936290740966797
61                            0.5                           206                           0.002436399459838867
61                            0.75                          350                           0.011161327362060547
62                            0.125                         96                            0.000125885009765625
62                            0.25                          113                           0.0004124641418457031
62                            0.5                           242                           0.0025293827056884766
62                            0.75                          414                           0.011386871337890625
63                            0.125                         96                            0.0001304149627685547
63                            0.25                          136                           0.0004260540008544922
63                            0.5                           207                           0.0019025802612304688
63                            0.75                          430                           0.014043807983398438
64                            0.125                         98                            0.00022482872009277344
64                            0.25                          126                           0.0006771087646484375
64                            0.5                           202                           0.0027251243591308594
64                            0.75                          458                           0.01936507225036621
65                            0.125                         97                            0.0001361370086669922
65                            0.25                          136                           0.0004494190216064453
65                            0.5                           225                           0.0027627944946289062
65                            0.75                          376                           0.01067352294921875
66                            0.125                         96                            0.00014066696166992188
66                            0.25                          134                           0.00045418739318847656
66                            0.5                           227                           0.002924680709838867
66                            0.75                          389                           0.012955188751220703
67                            0.125                         96                            0.00015664100646972656
67                            0.25                          148                           0.0007503032684326172
67                            0.5                           220                           0.00287628173828125
67                            0.75                          369                           0.011164188385009766
68                            0.125                         97                            0.0001468658447265625
68                            0.25                          145                           0.0004918575286865234
68                            0.5                           223                           0.003017902374267578
68                            0.75                          360                           0.011626243591308594
69                            0.125                         97                            0.00015401840209960938
69                            0.25                          176                           0.0007843971252441406
69                            0.5                           218                           0.003084897994995117
69                            0.75                          402                           0.014266252517700195
70                            0.125                         97                            0.00015807151794433594
70                            0.25                          145                           0.0005104541778564453
70                            0.5                           197                           0.0023331642150878906
70                            0.75                          380                           0.009995460510253906
71                            0.125                         93                            0.0001647472381591797
71                            0.25                          156                           0.0008335113525390625
71                            0.5                           188                           0.002383708953857422
71                            0.75                          436                           0.02049422264099121
72                            0.125                         97                            0.00016379356384277344
72                            0.25                          140                           0.0005507469177246094
72                            0.5                           221                           0.0024433135986328125
72                            0.75                          335                           0.010686874389648438
73                            0.125                         97                            0.0001690387725830078
73                            0.25                          145                           0.0006058216094970703
73                            0.5                           218                           0.002548694610595703
73                            0.75                          421                           0.015881061553955078
74                            0.125                         84                            0.0001742839813232422
74                            0.25                          132                           0.0005786418914794922
74                            0.5                           240                           0.0046846866607666016
74                            0.75                          346                           0.01616072654724121
75                            0.125                         97                            0.0001780986785888672
75                            0.25                          136                           0.0005941390991210938
75                            0.5                           223                           0.002679109573364258
75                            0.75                          437                           0.01992011070251465
76                            0.125                         118                           0.00031304359436035156
76                            0.25                          138                           0.0006108283996582031
76                            0.5                           210                           0.0027451515197753906
76                            0.75                          339                           0.018149614334106445
77                            0.125                         93                            0.00028014183044433594
77                            0.25                          184                           0.0014202594757080078
77                            0.5                           228                           0.003192424774169922
77                            0.75                          348                           0.019986391067504883
78                            0.125                         86                            0.0001964569091796875
78                            0.25                          183                           0.0010378360748291016
78                            0.5                           253                           0.004075527191162109
78                            0.75                          457                           0.025545120239257812
79                            0.125                         93                            0.0002033710479736328
79                            0.25                          132                           0.0006508827209472656
79                            0.5                           242                           0.00411677360534668
79                            0.75                          423                           0.018800973892211914
80                            0.125                         93                            0.0002048015594482422
80                            0.25                          135                           0.0006706714630126953
80                            0.5                           244                           0.0042421817779541016
80                            0.75                          409                           0.019626140594482422
81                            0.125                         93                            0.00021219253540039062
81                            0.25                          136                           0.0007112026214599609
81                            0.5                           260                           0.004328489303588867
81                            0.75                          368                           0.016383886337280273
82                            0.125                         120                           0.0003681182861328125
82                            0.25                          138                           0.0007143020629882812
82                            0.5                           216                           0.0031676292419433594
82                            0.75                          430                           0.01994633674621582
83                            0.125                         120                           0.00037550926208496094
83                            0.25                          143                           0.0011360645294189453
83                            0.5                           253                           0.005934715270996094
83                            0.75                          392                           0.020627975463867188
84                            0.125                         120                           0.00038361549377441406
84                            0.25                          138                           0.0007500648498535156
84                            0.5                           204                           0.003347158432006836
84                            0.75                          359                           0.021092891693115234
85                            0.125                         93                            0.00023055076599121094
85                            0.25                          132                           0.0007581710815429688
85                            0.5                           214                           0.0034797191619873047
85                            0.75                          394                           0.021700143814086914
86                            0.125                         93                            0.0002453327178955078
86                            0.25                          138                           0.0007786750793457031
86                            0.5                           168                           0.0024271011352539062
86                            0.75                          396                           0.022142887115478516
87                            0.125                         93                            0.000247955322265625
87                            0.25                          165                           0.001798391342163086
87                            0.5                           254                           0.004950046539306641
87                            0.75                          420                           0.022530555725097656
88                            0.125                         93                            0.00024509429931640625
88                            0.25                          145                           0.0008351802825927734
88                            0.5                           223                           0.00662541389465332
88                            0.75                          354                           0.02303600311279297
89                            0.125                         93                            0.00025534629821777344
89                            0.25                          185                           0.0013082027435302734
89                            0.5                           212                           0.005178213119506836
89                            0.75                          489                           0.04234910011291504
90                            0.125                         93                            0.00025653839111328125
90                            0.25                          180                           0.0013957023620605469
90                            0.5                           197                           0.003856182098388672
90                            0.75                          390                           0.0202944278717041
91                            0.125                         93                            0.0002636909484863281
91                            0.25                          125                           0.0008790493011474609
91                            0.5                           240                           0.0055162906646728516
91                            0.75                          509                           0.04419565200805664
92                            0.125                         120                           0.0004639625549316406
92                            0.25                          155                           0.001397848129272461
92                            0.5                           222                           0.0055124759674072266
92                            0.75                          444                           0.035048484802246094
93                            0.125                         135                           0.00045800209045410156
93                            0.25                          185                           0.0014119148254394531
93                            0.5                           250                           0.005686044692993164
93                            0.75                          421                           0.02637958526611328
94                            0.125                         98                            0.0002799034118652344
94                            0.25                          167                           0.001445770263671875
94                            0.5                           201                           0.004227638244628906
94                            0.75                          396                           0.026319026947021484
95                            0.125                         133                           0.0004956722259521484
95                            0.25                          190                           0.0015001296997070312
95                            0.5                           234                           0.007693290710449219
95                            0.75                          411                           0.026936054229736328
96                            0.125                         98                            0.00029540061950683594
96                            0.25                          109                           0.0015311241149902344
96                            0.5                           209                           0.006058931350708008
96                            0.75                          443                           0.03270292282104492
97                            0.125                         98                            0.00029921531677246094
97                            0.25                          154                           0.001561880111694336
97                            0.5                           229                           0.006264925003051758
97                            0.75                          439                           0.028649568557739258
98                            0.125                         98                            0.00030040740966796875
98                            0.25                          142                           0.001031637191772461
98                            0.5                           182                           0.0031762123107910156
98                            0.75                          368                           0.01991128921508789
99                            0.125                         98                            0.000354766845703125
99                            0.25                          121                           0.0010383129119873047
99                            0.5                           206                           0.00472712516784668
99                            0.75                          440                           0.040376901626586914
100                           0.125                         98                            0.00031495094299316406
100                           0.25                          158                           0.0016491413116455078
100                           0.5                           247                           0.008688211441040039
100                           0.75                          396                           0.035224199295043945
101                           0.125                         132                           0.0005617141723632812
101                           0.25                          146                           0.0010859966278076172
101                           0.5                           256                           0.008793354034423828
101                           0.75                          512                           0.048712730407714844
102                           0.125                         98                            0.0003418922424316406
102                           0.25                          154                           0.0017116069793701172
102                           0.5                           238                           0.006741046905517578
102                           0.75                          412                           0.031225204467773438
103                           0.125                         115                           0.0005626678466796875
103                           0.25                          146                           0.0011386871337890625
103                           0.5                           280                           0.009169340133666992
103                           0.75                          499                           0.04998898506164551
104                           0.125                         132                           0.0005974769592285156
104                           0.25                          169                           0.001775503158569336
104                           0.5                           311                           0.011821985244750977
104                           0.75                          498                           0.03824782371520996
105                           0.125                         103                           0.0005903244018554688
105                           0.25                          157                           0.0018258094787597656
105                           0.5                           283                           0.009555339813232422
105                           0.75                          456                           0.04489421844482422
106                           0.125                         103                           0.0005996227264404297
106                           0.25                          181                           0.0018763542175292969
106                           0.5                           252                           0.007401466369628906
106                           0.75                          545                           0.06063485145568848
107                           0.125                         98                            0.000370025634765625
107                           0.25                          115                           0.0012156963348388672
107                           0.5                           242                           0.007457733154296875
107                           0.75                          413                           0.028577566146850586
108                           0.125                         159                           0.0009703636169433594
108                           0.25                          137                           0.0012688636779785156
108                           0.5                           228                           0.007758378982543945
108                           0.75                          426                           0.041010141372680664
109                           0.125                         132                           0.0006318092346191406
109                           0.25                          168                           0.0019621849060058594
109                           0.5                           265                           0.007798433303833008
109                           0.75                          406                           0.035495758056640625
110                           0.125                         98                            0.00038170814514160156
110                           0.25                          158                           0.0020101070404052734
110                           0.5                           260                           0.010424137115478516
110                           0.75                          413                           0.042900800704956055
111                           0.125                         103                           0.0006730556488037109
111                           0.25                          142                           0.0013186931610107422
111                           0.5                           255                           0.010682821273803711
111                           0.75                          475                           0.043991804122924805
112                           0.125                         142                           0.0006775856018066406
112                           0.25                          181                           0.002098560333251953
112                           0.5                           273                           0.00831460952758789
112                           0.75                          474                           0.0767209529876709
113                           0.125                         132                           0.0006816387176513672
113                           0.25                          190                           0.0021147727966308594
113                           0.5                           232                           0.011075496673583984
113                           0.75                          414                           0.038176774978637695
114                           0.125                         142                           0.0006945133209228516
114                           0.25                          154                           0.0021543502807617188
114                           0.5                           250                           0.011256933212280273
114                           0.75                          414                           0.03901338577270508
115                           0.125                         98                            0.0004420280456542969
115                           0.25                          156                           0.002211332321166992
115                           0.5                           246                           0.008727550506591797
115                           0.75                          398                           0.03317832946777344
116                           0.125                         132                           0.0007622241973876953
116                           0.25                          181                           0.00324249267578125
116                           0.5                           278                           0.008898735046386719
116                           0.75                          505                           0.05547356605529785
117                           0.125                         132                           0.0007317066192626953
117                           0.25                          138                           0.0014395713806152344
117                           0.5                           220                           0.006504535675048828
117                           0.75                          481                           0.04842972755432129
118                           0.125                         98                            0.0004360675811767578
118                           0.25                          187                           0.0023412704467773438
118                           0.5                           237                           0.009149789810180664
118                           0.75                          457                           0.049054622650146484
119                           0.125                         125                           0.0007748603820800781
119                           0.25                          173                           0.002366304397583008
119                           0.5                           285                           0.009310007095336914
119                           0.75                          443                           0.0504908561706543
120                           0.125                         132                           0.0007994174957275391
120                           0.25                          171                           0.0034449100494384766
120                           0.5                           267                           0.012511730194091797
120                           0.75                          462                           0.06067156791687012
121                           0.125                         136                           0.0007920265197753906
121                           0.25                          150                           0.0024199485778808594
121                           0.5                           254                           0.012743473052978516
121                           0.75                          389                           0.04376673698425293
122                           0.125                         98                            0.0004885196685791016
122                           0.25                          148                           0.0025222301483154297
122                           0.5                           315                           0.012974023818969727
122                           0.75                          473                           0.05303215980529785
123                           0.125                         115                           0.0008101463317871094
123                           0.25                          180                           0.0025186538696289062
123                           0.5                           287                           0.018936872482299805
123                           0.75                          448                           0.05396604537963867
124                           0.125                         138                           0.0009148120880126953
124                           0.25                          167                           0.0037908554077148438
124                           0.5                           238                           0.01359415054321289
124                           0.75                          472                           0.05559086799621582
125                           0.125                         138                           0.0008566379547119141
125                           0.25                          164                           0.0026106834411621094
125                           0.5                           228                           0.010389089584350586
125                           0.75                          492                           0.0554203987121582
126                           0.125                         132                           0.0009105205535888672
126                           0.25                          155                           0.002860546112060547
126                           0.5                           297                           0.01516413688659668
126                           0.75                          496                           0.06663846969604492
127                           0.125                         104                           0.0008816719055175781
127                           0.25                          146                           0.0017733573913574219
127                           0.5                           292                           0.01790928840637207
127                           0.75                          457                           0.06683182716369629
128                           0.125                         115                           0.0009031295776367188
128                           0.25                          141                           0.001758575439453125
128                           0.5                           222                           0.01092982292175293
128                           0.75                          470                           0.07826709747314453
129                           0.125                         115                           0.0009052753448486328
129                           0.25                          197                           0.004088401794433594
129                           0.5                           253                           0.01099252700805664
129                           0.75                          404                           0.050154924392700195
130                           0.125                         146                           0.0009233951568603516
130                           0.25                          146                           0.0018076896667480469
130                           0.5                           265                           0.023486614227294922
130                           0.75                          485                           0.07018327713012695
131                           0.125                         114                           0.000949859619140625
131                           0.25                          171                           0.002969980239868164
131                           0.5                           267                           0.01497960090637207
131                           0.75                          458                           0.07340335845947266
132                           0.125                         142                           0.0009932518005371094
132                           0.25                          186                           0.0028963088989257812
132                           0.5                           230                           0.008472681045532227
132                           0.75                          522                           0.07225322723388672
133                           0.125                         146                           0.000965118408203125
133                           0.25                          210                           0.004290342330932617
133                           0.5                           304                           0.015508413314819336
133                           0.75                          499                           0.08755922317504883
134                           0.125                         98                            0.0005688667297363281
134                           0.25                          164                           0.0029964447021484375
134                           0.5                           258                           0.015655994415283203
134                           0.75                          448                           0.07061338424682617
135                           0.125                         98                            0.0006248950958251953
135                           0.25                          144                           0.0021195411682128906
135                           0.5                           264                           0.02236342430114746
135                           0.75                          496                           0.0719459056854248
136                           0.125                         117                           0.0010790824890136719
136                           0.25                          152                           0.0033707618713378906
136                           0.5                           234                           0.018219709396362305
136                           0.75                          552                           0.0909719467163086
137                           0.125                         118                           0.0010263919830322266
137                           0.25                          137                           0.0020067691802978516
137                           0.5                           273                           0.012434959411621094
137                           0.75                          482                           0.0898125171661377
138                           0.125                         98                            0.0005984306335449219
138                           0.25                          152                           0.0032317638397216797
138                           0.5                           353                           0.02649545669555664
138                           0.75                          461                           0.06844019889831543
139                           0.125                         98                            0.0006155967712402344
139                           0.25                          169                           0.003255128860473633
139                           0.5                           281                           0.016900300979614258
139                           0.75                          520                           0.10573434829711914
140                           0.125                         145                           0.0016484260559082031
140                           0.25                          151                           0.0032739639282226562
140                           0.5                           282                           0.017035245895385742
140                           0.75                          521                           0.08210277557373047
141                           0.125                         98                            0.0010759830474853516
141                           0.25                          185                           0.0048105716705322266
141                           0.5                           219                           0.013230323791503906
141                           0.75                          493                           0.09480524063110352
142                           0.125                         115                           0.0010933876037597656
142                           0.25                          189                           0.0033483505249023438
142                           0.5                           286                           0.017635107040405273
142                           0.75                          529                           0.08856534957885742
143                           0.125                         98                            0.0006954669952392578
143                           0.25                          169                           0.0037109851837158203
143                           0.5                           285                           0.019486427307128906
143                           0.75                          519                           0.09308147430419922
144                           0.125                         123                           0.0012195110321044922
144                           0.25                          175                           0.0037670135498046875
144                           0.5                           247                           0.014519929885864258
144                           0.75                          490                           0.07412600517272949
145                           0.125                         142                           0.0011453628540039062
145                           0.25                          220                           0.005108833312988281
145                           0.5                           249                           0.013867855072021484
145                           0.75                          524                           0.08727335929870605
146                           0.125                         117                           0.0011568069458007812
146                           0.25                          214                           0.0051708221435546875
146                           0.5                           232                           0.014105796813964844
146                           0.75                          553                           0.13267970085144043
147                           0.125                         135                           0.0011837482452392578
147                           0.25                          186                           0.0036063194274902344
147                           0.5                           297                           0.01903700828552246
147                           0.75                          575                           0.10391545295715332
148                           0.125                         124                           0.0011970996856689453
148                           0.25                          172                           0.003662586212158203
148                           0.5                           259                           0.014745473861694336
148                           0.75                          550                           0.12302827835083008
149                           0.125                         122                           0.0011987686157226562
149                           0.25                          136                           0.0023784637451171875
149                           0.5                           315                           0.019342660903930664
149                           0.75                          588                           0.10717391967773438
150                           0.125                         144                           0.0012078285217285156
150                           0.25                          171                           0.003741741180419922
150                           0.5                           306                           0.019909381866455078
150                           0.75                          483                           0.08135986328125
151                           0.125                         123                           0.0012688636779785156
151                           0.25                          146                           0.0038216114044189453
151                           0.5                           268                           0.01990675926208496
151                           0.75                          570                           0.14406585693359375
152                           0.125                         117                           0.0012598037719726562
152                           0.25                          162                           0.004128456115722656
152                           0.5                           291                           0.02037835121154785
152                           0.75                          526                           0.09704828262329102
153                           0.125                         98                            0.0007600784301757812
153                           0.25                          176                           0.003962516784667969
153                           0.5                           269                           0.015939712524414062
153                           0.75                          498                           0.08574485778808594
154                           0.125                         97                            0.0007505416870117188
154                           0.25                          179                           0.004293203353881836
154                           0.5                           259                           0.01606583595275879
154                           0.75                          478                           0.08753037452697754
155                           0.125                         126                           0.0013761520385742188
155                           0.25                          148                           0.00408172607421875
155                           0.5                           255                           0.01629805564880371
155                           0.75                          494                           0.10336065292358398
156                           0.125                         97                            0.0007789134979248047
156                           0.25                          166                           0.004105329513549805
156                           0.5                           256                           0.021454334259033203
156                           0.75                          552                           0.1172022819519043
157                           0.125                         146                           0.00133514404296875
157                           0.25                          186                           0.00597071647644043
157                           0.5                           234                           0.01674818992614746
157                           0.75                          495                           0.1042475700378418
158                           0.125                         117                           0.0013709068298339844
158                           0.25                          167                           0.004206418991088867
158                           0.5                           288                           0.022462844848632812
158                           0.75                          548                           0.13690805435180664
159                           0.125                         117                           0.0013852119445800781
159                           0.25                          160                           0.004221439361572266
159                           0.5                           293                           0.022224903106689453
159                           0.75                          651                           0.19824838638305664
160                           0.125                         142                           0.0013799667358398438
160                           0.25                          215                           0.006224393844604492
160                           0.5                           304                           0.022362470626831055
160                           0.75                          554                           0.10687899589538574
161                           0.125                         142                           0.0014240741729736328
161                           0.25                          153                           0.004378080368041992
161                           0.5                           305                           0.02894306182861328
161                           0.75                          514                           0.09270858764648438
162                           0.125                         145                           0.0022547245025634766
162                           0.25                          174                           0.004422187805175781
162                           0.5                           266                           0.017540693283081055
162                           0.75                          430                           0.06658601760864258
163                           0.125                         102                           0.0014581680297851562
163                           0.25                          149                           0.00449061393737793
163                           0.5                           284                           0.02335810661315918
163                           0.75                          496                           0.11110043525695801
164                           0.125                         122                           0.0014820098876953125
164                           0.25                          165                           0.00656580924987793
164                           0.5                           327                           0.0390627384185791
164                           0.75                          514                           0.11657881736755371
165                           0.125                         134                           0.001500844955444336
165                           0.25                          176                           0.004817008972167969
165                           0.5                           300                           0.0312652587890625
165                           0.75                          532                           0.11901640892028809
166                           0.125                         127                           0.0016112327575683594
166                           0.25                          184                           0.007320880889892578
166                           0.5                           242                           0.020237445831298828
166                           0.75                          592                           0.15640521049499512
167                           0.125                         121                           0.002399444580078125
167                           0.25                          156                           0.004738807678222656
167                           0.5                           280                           0.02593708038330078
167                           0.75                          599                           0.13710951805114746
168                           0.125                         102                           0.0015690326690673828
168                           0.25                          175                           0.004811763763427734
168                           0.5                           296                           0.03214144706726074
168                           0.75                          543                           0.14329218864440918
169                           0.125                         138                           0.0017006397247314453
169                           0.25                          197                           0.007586956024169922
169                           0.5                           279                           0.02062225341796875
169                           0.75                          529                           0.14998817443847656
170                           0.125                         127                           0.0017304420471191406
170                           0.25                          169                           0.007704019546508789
170                           0.5                           307                           0.027526140213012695
170                           0.75                          554                           0.1656794548034668
171                           0.125                         125                           0.0015816688537597656
171                           0.25                          135                           0.0031425952911376953
171                           0.5                           258                           0.01952338218688965
171                           0.75                          540                           0.12920570373535156
172                           0.125                         142                           0.001608133316040039
172                           0.25                          145                           0.0033321380615234375
172                           0.5                           271                           0.02002239227294922
