Vertices                      Edges_Prob.                   Max_Weight                    Ops._Count                    Tested_Solutions              Search_Time
132                           0.75                          497                           6640                          1                             0.1760389804840088
133                           0.125                         146                           1109                          1                             0.0024018287658691406
133                           0.25                          210                           2224                          1                             0.011028051376342773
133                           0.5                           304                           4445                          1                             0.03884387016296387
133                           0.75                          499                           6793                          1                             0.2366640567779541
134                           0.125                         98                            1119                          1                             0.0013358592987060547
134                           0.25                          164                           2247                          1                             0.00681304931640625
134                           0.5                           276                           4511                          1                             0.039063215255737305
134                           0.75                          428                           6839                          1                             0.1746692657470703
135                           0.125                         98                            1136                          1                             0.0012440681457519531
135                           0.25                          144                           2273                          1                             0.0038976669311523438
135                           0.5                           263                           4594                          1                             0.05097389221191406
135                           0.75                          496                           6939                          1                             0.17125892639160156
136                           0.125                         117                           1159                          1                             0.0022699832916259766
136                           0.25                          152                           2315                          1                             0.007370948791503906
136                           0.5                           234                           4646                          1                             0.042809247970581055
136                           0.75                          552                           7095                          1                             0.24737167358398438
137                           0.125                         118                           1176                          1                             0.002313852310180664
137                           0.25                          137                           2341                          1                             0.00473785400390625
137                           0.5                           273                           4700                          1                             0.031185150146484375
137                           0.75                          529                           7169                          1                             0.20419001579284668
138                           0.125                         98                            1187                          1                             0.0012607574462890625
138                           0.25                          152                           2383                          1                             0.007436990737915039
138                           0.5                           255                           4782                          1                             0.04146218299865723
138                           0.75                          502                           7245                          1                             0.18613505363464355
139                           0.125                         98                            1204                          1                             0.0012810230255126953
139                           0.25                          169                           2417                          1                             0.006882905960083008
139                           0.5                           281                           4851                          1                             0.03980398178100586
139                           0.75                          520                           7433                          1                             0.29688024520874023
140                           0.125                         145                           1236                          1                             0.004172086715698242
140                           0.25                          151                           2452                          1                             0.007797956466674805
140                           0.5                           282                           4921                          1                             0.04161524772644043
140                           0.75                          521                           7479                          1                             0.2401599884033203
141                           0.125                         98                            1245                          1                             0.002393960952758789
141                           0.25                          185                           2497                          1                             0.01167607307434082
141                           0.5                           219                           4977                          1                             0.033247947692871094
141                           0.75                          493                           7612                          1                             0.26546597480773926
142                           0.125                         115                           1263                          1                             0.002396821975708008
142                           0.25                          156                           2522                          1                             0.007279872894287109
142                           0.5                           244                           5061                          1                             0.04520106315612793
142                           0.75                          529                           7690                          1                             0.24772024154663086
143                           0.125                         98                            1275                          1                             0.0013401508331298828
143                           0.25                          169                           2558                          1                             0.007711887359619141
143                           0.5                           285                           5132                          1                             0.04621386528015137
143                           0.75                          519                           7796                          1                             0.24826288223266602
144                           0.125                         123                           1299                          1                             0.0027320384979248047
144                           0.25                          175                           2594                          1                             0.009313106536865234
144                           0.5                           247                           5190                          1                             0.0345609188079834
144                           0.75                          490                           7878                          1                             0.1995861530303955
145                           0.125                         142                           1317                          1                             0.0026350021362304688
145                           0.25                          220                           2640                          1                             0.012227773666381836
145                           0.5                           249                           5262                          1                             0.036025285720825195
145                           0.75                          524                           8012                          1                             0.2396690845489502
146                           0.125                         117                           1335                          1                             0.0027151107788085938
146                           0.25                          214                           2676                          1                             0.01191401481628418
146                           0.5                           232                           5334                          1                             0.03675508499145508
146                           0.75                          544                           8148                          1                             0.2949860095977783
147                           0.125                         145                           1361                          1                             0.004448890686035156
147                           0.25                          186                           2702                          1                             0.008137941360473633
147                           0.5                           297                           5421                          1                             0.04834699630737305
147                           0.75                          575                           8258                          1                             0.30149412155151367
148                           0.125                         124                           1371                          1                             0.002323150634765625
148                           0.25                          172                           2739                          1                             0.009350776672363281
148                           0.5                           259                           5481                          1                             0.039862871170043945
148                           0.75                          527                           8398                          1                             0.3374471664428711
149                           0.125                         122                           1390                          1                             0.002984285354614258
149                           0.25                          136                           2768                          1                             0.0051038265228271484
149                           0.5                           315                           5569                          1                             0.04781603813171387
149                           0.75                          588                           8479                          1                             0.29264092445373535
150                           0.125                         144                           1408                          1                             0.002749919891357422
150                           0.25                          171                           2813                          1                             0.008288860321044922
150                           0.5                           306                           5643                          1                             0.05298781394958496
150                           0.75                          480                           8563                          1                             0.2511441707611084
151                           0.125                         123                           1427                          1                             0.003214120864868164
151                           0.25                          146                           2851                          1                             0.008805036544799805
151                           0.5                           268                           5718                          1                             0.05172467231750488
151                           0.75                          570                           8765                          1                             0.40102410316467285
152                           0.125                         117                           1446                          1                             0.002713918685913086
152                           0.25                          162                           2889                          1                             0.007350921630859375
152                           0.5                           291                           5794                          1                             0.04875802993774414
152                           0.75                          526                           8789                          1                             0.27153491973876953
153                           0.125                         98                            1459                          1                             0.001500844955444336
153                           0.25                          176                           2927                          1                             0.009874105453491211
153                           0.5                           269                           5856                          1                             0.03865790367126465
153                           0.75                          498                           8877                          1                             0.22698402404785156
154                           0.125                         135                           1484                          1                             0.002457141876220703
154                           0.25                          179                           2965                          1                             0.007606029510498047
154                           0.5                           259                           5932                          1                             0.038949012756347656
154                           0.75                          478                           8991                          1                             0.2397019863128662
155                           0.125                         126                           1503                          1                             0.0027310848236083984
155                           0.25                          148                           3003                          1                             0.009135246276855469
155                           0.5                           255                           6009                          1                             0.0393528938293457
155                           0.75                          518                           9191                          1                             0.3731107711791992
156                           0.125                         97                            1517                          1                             0.0016069412231445312
156                           0.25                          166                           3042                          1                             0.010469198226928711
156                           0.5                           259                           6087                          1                             0.039057254791259766
156                           0.75                          555                           9277                          1                             0.31989502906799316
157                           0.125                         146                           1542                          1                             0.0029599666595458984
157                           0.25                          186                           3091                          1                             0.013699054718017578
157                           0.5                           234                           6165                          1                             0.04166412353515625
157                           0.75                          495                           9366                          1                             0.2701280117034912
158                           0.125                         117                           1562                          1                             0.002910137176513672
158                           0.25                          167                           3120                          1                             0.009383201599121094
158                           0.5                           288                           6257                          1                             0.05019021034240723
158                           0.75                          548                           9542                          1                             0.37148189544677734
159                           0.125                         117                           1582                          1                             0.00292205810546875
159                           0.25                          160                           3160                          1                             0.009650945663452148
159                           0.5                           261                           6322                          1                             0.04265189170837402
159                           0.75                          651                           9762                          1                             0.562824010848999
160                           0.125                         142                           1602                          1                             0.003030061721801758
160                           0.25                          215                           3210                          1                             0.014528036117553711
160                           0.5                           304                           6416                          1                             0.06096005439758301
160                           0.75                          519                           9722                          1                             0.2959308624267578
161                           0.125                         142                           1622                          1                             0.003075838088989258
161                           0.25                          153                           3240                          1                             0.008616209030151367
161                           0.5                           305                           6512                          1                             0.07821512222290039
161                           0.75                          514                           9816                          1                             0.24944114685058594
162                           0.125                         145                           1650                          1                             0.005223989486694336
162                           0.25                          174                           3280                          1                             0.010336875915527344
162                           0.5                           266                           6562                          1                             0.04357194900512695
162                           0.75                          430                           9890                          1                             0.17936420440673828
163                           0.125                         102                           1662                          1                             0.002797842025756836
163                           0.25                          149                           3320                          1                             0.010363101959228516
163                           0.5                           284                           6657                          1                             0.0587613582611084
163                           0.75                          496                           10084                         1                             0.3019421100616455
164                           0.125                         97                            1676                          1                             0.0024650096893310547
164                           0.25                          151                           3361                          1                             0.011306047439575195
164                           0.5                           324                           6755                          1                             0.07979178428649902
164                           0.75                          514                           10206                         1                             0.31417393684387207
165                           0.125                         134                           1703                          1                             0.003609180450439453
165                           0.25                          176                           3402                          1                             0.012040138244628906
165                           0.5                           300                           6837                          1                             0.06959319114685059
165                           0.75                          532                           10329                         1                             0.3143298625946045
166                           0.125                         127                           1723                          1                             0.003592967987060547
166                           0.25                          190                           3465                          1                             0.02282094955444336
166                           0.5                           274                           6889                          1                             0.05189967155456543
166                           0.75                          592                           10511                         1                             0.4173591136932373
167                           0.125                         97                            1738                          1                             0.0017020702362060547
167                           0.25                          149                           3485                          1                             0.009801864624023438
167                           0.5                           268                           7002                          1                             0.0809938907623291
167                           0.75                          599                           10605                         1                             0.3560810089111328
168                           0.125                         102                           1765                          1                             0.0030090808868408203
168                           0.25                          175                           3527                          1                             0.011823892593383789
168                           0.5                           296                           7086                          1                             0.08228206634521484
168                           0.75                          543                           10731                         1                             0.37077999114990234
169                           0.125                         142                           1786                          1                             0.003239870071411133
169                           0.25                          197                           3579                          1                             0.015633821487426758
169                           0.5                           279                           7140                          1                             0.048593759536743164
169                           0.75                          494                           10829                         1                             0.32471704483032227
170                           0.125                         127                           1807                          1                             0.0036270618438720703
170                           0.25                          169                           3621                          1                             0.01536107063293457
170                           0.5                           307                           7238                          1                             0.06858611106872559
170                           0.75                          554                           11013                         1                             0.43534398078918457
171                           0.125                         125                           1828                          1                             0.0033359527587890625
171                           0.25                          135                           3645                          1                             0.007317066192626953
171                           0.5                           258                           7309                          1                             0.04906868934631348
171                           0.75                          540                           11083                         1                             0.3514740467071533
172                           0.125                         115                           1850                          1                             0.0032088756561279297
172                           0.25                          145                           3688                          1                             0.006585836410522461
172                           0.5                           271                           7395                          1                             0.04234123229980469
172                           0.75                          506                           11211                         1                             0.33150696754455566
173                           0.125                         124                           1871                          1                             0.003004312515258789
173                           0.25                          176                           3739                          1                             0.012022018432617188
173                           0.5                           295                           7495                          1                             0.06936764717102051
173                           0.75                          504                           11314                         1                             0.28653430938720703
174                           0.125                         96                            1887                          1                             0.0016870498657226562
174                           0.25                          205                           3792                          1                             0.018693923950195312
174                           0.5                           351                           7597                          1                             0.08762907981872559
174                           0.75                          568                           11528                         1                             0.472074031829834
175                           0.125                         141                           1915                          1                             0.004210948944091797
175                           0.25                          153                           3826                          1                             0.011442184448242188
175                           0.5                           282                           7684                          1                             0.1011667251586914
175                           0.75                          513                           11600                         1                             0.3379337787628174
176                           0.125                         138                           1937                          1                             0.003901958465576172
176                           0.25                          218                           3880                          1                             0.01861405372619629
176                           0.5                           258                           7742                          1                             0.05414390563964844
176                           0.75                          549                           11732                         1                             0.38515305519104004
177                           0.125                         126                           1959                          1                             0.00426793098449707
177                           0.25                          202                           3924                          1                             0.019582033157348633
177                           0.5                           276                           7830                          1                             0.05669283866882324
177                           0.75                          531                           11892                         1                             0.4075191020965576
178                           0.125                         135                           1981                          1                             0.003075122833251953
178                           0.25                          149                           3958                          1                             0.01283407211303711
178                           0.5                           265                           7932                          1                             0.06811904907226562
178                           0.75                          545                           12054                         1                             0.46999311447143555
179                           0.125                         127                           2003                          1                             0.004006862640380859
179                           0.25                          146                           4002                          1                             0.011745929718017578
179                           0.5                           251                           8021                          1                             0.07732892036437988
179                           0.75                          573                           12188                         1                             0.5051331520080566
180                           0.125                         97                            2019                          1                             0.0018780231475830078
180                           0.25                          136                           4039                          1                             0.0071811676025390625
180                           0.5                           311                           8127                          1                             0.0981450080871582
180                           0.75                          616                           12322                         1                             0.4762139320373535
181                           0.125                         120                           2056                          1                             0.005987644195556641
181                           0.25                          151                           4092                          1                             0.012161970138549805
181                           0.5                           247                           8187                          1                             0.05318498611450195
181                           0.75                          645                           12489                         1                             0.5776350498199463
182                           0.125                         144                           2070                          1                             0.00406193733215332
182                           0.25                          196                           4147                          1                             0.01927971839904785
182                           0.5                           296                           8307                          1                             0.09528923034667969
182                           0.75                          545                           12593                         1                             0.5385408401489258
183                           0.125                         156                           2101                          1                             0.00675511360168457
183                           0.25                          197                           4193                          1                             0.018970012664794922
183                           0.5                           348                           8398                          1                             0.0937187671661377
183                           0.75                          465                           12645                         1                             0.33291077613830566
184                           0.125                         142                           2116                          1                             0.0038080215454101562
184                           0.25                          196                           4239                          1                             0.018681049346923828
184                           0.5                           235                           8460                          1                             0.05611109733581543
184                           0.75                          471                           12759                         1                             0.282289981842041
185                           0.125                         135                           2139                          1                             0.003368854522705078
185                           0.25                          156                           4275                          1                             0.010973930358886719
185                           0.5                           273                           8552                          1                             0.054245710372924805
185                           0.75                          508                           12975                         1                             0.4282491207122803
186                           0.125                         179                           2170                          1                             0.006693840026855469
186                           0.25                          186                           4321                          1                             0.012831926345825195
186                           0.5                           337                           8674                          1                             0.10304474830627441
186                           0.75                          538                           13113                         1                             0.47707390785217285
187                           0.125                         141                           2185                          1                             0.004608154296875
187                           0.25                          171                           4367                          1                             0.01164102554321289
187                           0.5                           226                           8737                          1                             0.05634474754333496
187                           0.75                          630                           13315                         1                             0.5910260677337646
188                           0.125                         179                           2217                          1                             0.006543874740600586
188                           0.25                          187                           4424                          1                             0.021115779876708984
188                           0.5                           330                           8845                          1                             0.07833981513977051
188                           0.75                          564                           13423                         1                             0.5524210929870605
189                           0.125                         138                           2232                          1                             0.003885984420776367
189                           0.25                          225                           4471                          1                             0.019546985626220703
189                           0.5                           258                           8925                          1                             0.05644083023071289
189                           0.75                          545                           13534                         1                             0.49287986755371094
190                           0.125                         156                           2264                          1                             0.0071353912353515625
190                           0.25                          207                           4518                          1                             0.021295785903930664
190                           0.5                           243                           9019                          1                             0.050788164138793945
190                           0.75                          485                           13648                         1                             0.4301018714904785
191                           0.125                         127                           2280                          1                             0.004584074020385742
191                           0.25                          156                           4556                          1                             0.01427912712097168
191                           0.5                           281                           9128                          1                             0.08351397514343262
191                           0.75                          560                           13790                         1                             0.42446017265319824
192                           0.125                         152                           2312                          1                             0.00662994384765625
192                           0.25                          177                           4604                          1                             0.013045072555541992
192                           0.5                           284                           9210                          1                             0.0630941390991211
192                           0.75                          570                           13992                         1                             0.5646939277648926
193                           0.125                         135                           2328                          1                             0.0047760009765625
193                           0.25                          137                           4644                          1                             0.008932828903198242
193                           0.5                           325                           9336                          1                             0.1080329418182373
193                           0.75                          566                           14106                         1                             0.49234986305236816
194                           0.125                         138                           2352                          1                             0.0044710636138916016
194                           0.25                          175                           4700                          1                             0.014958858489990234
194                           0.5                           259                           9416                          1                             0.08638286590576172
194                           0.75                          586                           14250                         1                             0.49576306343078613
195                           0.125                         151                           2384                          1                             0.007730007171630859
195                           0.25                          180                           4748                          1                             0.014715194702148438
195                           0.5                           313                           9513                          1                             0.08528423309326172
195                           0.75                          497                           14368                         1                             0.4535202980041504
196                           0.125                         152                           2408                          1                             0.006760835647583008
196                           0.25                          200                           4807                          1                             0.01946115493774414
196                           0.5                           313                           9611                          1                             0.09732508659362793
196                           0.75                          571                           14542                         1                             0.4977097511291504
197                           0.125                         141                           2433                          1                             0.007101297378540039
197                           0.25                          180                           4846                          1                             0.015235185623168945
197                           0.5                           322                           9725                          1                             0.11095094680786133
197                           0.75                          612                           14719                         1                             0.6012358665466309
198                           0.125                         144                           2449                          1                             0.004457950592041016
198                           0.25                          155                           4895                          1                             0.01362919807434082
198                           0.5                           271                           9823                          1                             0.11022186279296875
198                           0.75                          481                           14783                         1                             0.39113926887512207
199                           0.125                         138                           2474                          1                             0.004887104034423828
199                           0.25                          186                           4945                          1                             0.014155149459838867
199                           0.5                           295                           9906                          1                             0.08820080757141113
199                           0.75                          492                           14985                         1                             0.5117390155792236
